Unnamed: 0,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-6).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-6).segmentCode,year,Instrument,Segment Name,Segment Code,number of segments
GCARSOA1.MX,,,-6,,,,
ITW.N,,,-6,,,,
IFF.N,,,-6,,,,
WKC.N,,,-6,,,,
EME.N,,,-6,,,,
J.N,,,-6,,,,
K.N,,,-6,,,,
KR.N,,,-6,,,,
SR.N,,,-6,,,,
MDU.N,,,-6,,,,
MRTN.OQ,,,-6,,,,
MKC.N,,,-6,,,,
MGRC.OQ,,,-6,,,,
MRU.TO,,,-6,,,,
NI.N,,,-6,,,,
NFG.N,,,-6,,,,
NEN.A,,,-6,,,,
NJR.N,,,-6,,,,
AGR.N,,,-6,,,,
NSC.N,,,-6,,,,
ES.N,,,-6,,,,
NTRS.OQ,,,-6,,,,
NWN.N,,,-6,,,,
NWE.OQ,,,-6,,,,
NUE.N,,,-6,,,,
MX.TO,,,-6,,,,
OLN.N,,,-6,,,,
PPG.N,,,-6,,,,
PCG.N,,,-6,,,,
PAAS.TO,,,-6,,,,
PKI.TO,,,-6,,,,
WTRG.N,,,-6,,,,
PPC.OQ,,,-6,,,,
TROW.OQ,,,-6,,,,
PNM.N,,,-6,,,,
KWR.N,,,-6,,,,
RPM.N,,,-6,,,,
RRX.N,,,-6,,,,
ROL.N,,,-6,,,,
R.N,,,-6,,,,
EIX.N,,,-6,,,,
SEIC.OQ,,,-6,,,,
SJW.N,,,-6,,,,
ATRL.TO,,,-6,,,,
FSZ.TO,,,-6,,,,
SVT.A,,,-6,,,,
SHW.N,,,-6,,,,
CPLE6.SA,,,-6,,,,
AOS.N,,,-6,,,,
SJM.N,,,-6,,,,
SWX.N,,,-6,,,,
SYY.N,,,-6,,,,
TRNS.OQ,,,-6,,,,
TSN.N,,,-6,,,,
X.N,,,-6,,,,
WM.N,,,-6,,,,
UNF.N,,,-6,,,,
UTL.N,,,-6,,,,
URB.TO,,,-6,,,,
VICR.OQ,,,-6,,,,
LNT.OQ,,,-6,,,,
WSO.N,,,-6,,,,
WERN.OQ,,,-6,,,,
WMB.N,,,-6,,,,
WEC.N,,,-6,,,,
WOR.N,,,-6,,,,
FM.TO,,,-6,,,,
CUPRUM.SN,,,-6,,,,
ARCB.OQ,,,-6,,,,
CMPC.SN,,,-6,,,,
COPEC.SN,,,-6,,,,
GGBR4.SA,,,-6,,,,
VALE3.SA,,,-6,,,,
WEGE3.SA,,,-6,,,,
ENAEX.SN,,,-6,,,,
GOAU4.SA,,,-6,,,,
PETR4.SA,,,-6,,,,
CS.TO,,,-6,,,,
AUTLANB.MX,,,-6,,,,
BIMBOA.MX,,,-6,,,,
ORBIA.MX,,,-6,,,,
CEMEXCPO.MX,,,-6,,,,
ALFAA.MX,,,-6,,,,
PEOLES.MX,,,-6,,,,
FEMSAUBD.MX,,,-6,,,,
WT.N,,,-6,,,,
TKO.TO,,,-6,,,,
FVI.TO,,,-6,,,,
NATR.OQ,,,-6,,,,
COLBUN.SN,,,-6,,,,
ODFL.OQ,,,-6,,,,
MMS.N,,,-6,,,,
CASAGRC1.LM,,,-6,,,,
AME.N,,,-6,,,,
VLO.N,,,-6,,,,
UGPA3.SA,,,-6,,,,
BACHOCOB.MX,,,-6,,,,
CHRW.OQ,,,-6,,,,
PPL.TO,,,-6,,,,
CWST.OQ,,,-6,,,,
FE.N,,,-6,,,,
AMG.N,,,-6,,,,
INGR.N,,,-6,,,,
URI.N,,,-6,,,,
AQN.TO,,,-6,,,,
AAIC.N,,,-6,,,,
AEE.N,,,-6,,,,
PWR.N,,,-6,,,,
RBA.TO,,,-6,,,,
FHI.N,,,-6,,,,
EGIE3.SA,,,-6,,,,
BTU.N,,,-6,,,,
WCC.N,,,-6,,,,
SRE.N,,,-6,,,,
RSG.N,,,-6,,,,
RAIL3.SA,,,-6,,,,
EPD.N,,,-6,,,,
PAA.OQ,,,-6,,,,
ALA.TO,,,-6,,,,
TRPL4.SA,,,-6,,,,
CE.N,,,-6,,,,
BLK.N,,,-6,,,,
NEE.N,,,-6,,,,
SAPR4.SA,,,-6,,,,
PX.N,,,-6,,,,
SPTN.OQ,,,-6,,,,
BRAP4.SA,,,-6,,,,
NS.N,,,-6,,,,
RGP.OQ,,,-6,,,,
CVERDEC1.LM,,,-6,,,,
GPN.N,,,-6,,,,
,,,-6,GDI.TO,Janitorial Canada,"561790, 561720",5.0
,,,-6,GDI.TO,Technical Services,541990,5.0
,,,-6,GDI.TO,Janitorial USA,"561790, 561720",5.0
,,,-6,GDI.TO,Complementary Services,"561720, 424690",5.0
,,,-6,GDI.TO,Corporate and eliminations,,5.0
,,,-6,GLNG.OQ,Vessel Operations,483111,4.0
,,,-6,GLNG.OQ,FLNG,"211120, 486210, 221210",4.0
,,,-6,GLNG.OQ,other,,4.0
,,,-6,GLNG.OQ,Power,483111,4.0
,,,-6,XPO.N,Eliminations,,4.0
,,,-6,XPO.N,Logistics,541614,4.0
,,,-6,XPO.N,Transportation,"541614, 488490, 484110",4.0
,,,-6,XPO.N,Corporate,,4.0
,,,-6,CHE_u.TO,SPPC,"212390, 424690, 325998, 325199",5.0
,,,-6,CHE_u.TO,Corporate,,5.0
,,,-6,CHE_u.TO,WSSC,"325180, 212390, 424690",5.0
,,,-6,CHE_u.TO,International,"325180, 212390, 424690",5.0
,,,-6,CHE_u.TO,EC,"325180, 424690, 322110, 236210",5.0
,,,-6,WCN.TO,Solid Waste Collection,562111,5.0
,,,-6,WCN.TO,Solid waste disposal and transfer,562219,5.0
,,,-6,WCN.TO,Solid waste recycling,562219,5.0
,,,-6,WCN.TO,"E&P waste treatment, recovery and disposal",562219,5.0
,,,-6,WCN.TO,Intermodal and other,"562219, 562111",5.0
,,,-6,HEES.OQ,Used Equipment Sales,"532490, 423830",6.0
,,,-6,HEES.OQ,Service Revenues,811310,6.0
,,,-6,HEES.OQ,Parts sales,"532490, 423830",6.0
,,,-6,HEES.OQ,Non Segmental Revenue,,6.0
,,,-6,HEES.OQ,Equipment Sales,"423830, 423810",6.0
,,,-6,HEES.OQ,Equipment Rental,532412,6.0
,,,-6,SAIA.OQ,,,0.0
,,,-6,CMP.N,Plant Nutrition North America,"325180, 212390, 325314, 325312",4.0
,,,-6,CMP.N,Salt,212390,4.0
,,,-6,CMP.N,Corporate & Other,,4.0
,,,-6,CMP.N,Plant Nutrition South America,325411,4.0
,,,-6,KEY.TO,Liquid Infrastructure,211130,4.0
,,,-6,KEY.TO,Marketing,424720,4.0
,,,-6,KEY.TO,Gathering & Processing,"486210, 221210",4.0
,,,-6,KEY.TO,Corporate & Other,,4.0
,,,-6,FA.OQ,,,0.0
,,,-6,WLK.N,Olefins,325211,2.0
,,,-6,WLK.N,Vinyls,"326122, 325211",2.0
,,,-6,KUT.V,,,0.0
,,,-6,BIP.N,Transport,"486210, 482112, 482111",6.0
,,,-6,BIP.N,Utilities,"486210, 221122",6.0
,,,-6,BIP.N,Midstream,"221210, 221122",6.0
,,,-6,BIP.N,Corporate/Other,,6.0
,,,-6,BIP.N,Unconsolidated,,6.0
,,,-6,BIP.N,Data,"518210, 221121",6.0
,,,-6,KW.N,Investments,531110,2.0
,,,-6,KW.N,Investment management and real estate services,531390,2.0
,,,-6,IVZ.N,,,0.0
,,,-6,VMC.N,Concrete,327320,5.0
,,,-6,VMC.N,Aggregates,"212321, 212319",5.0
,,,-6,VMC.N,Aggregates Intersegment Sales,,5.0
,,,-6,VMC.N,Asphalt mix,324121,5.0
,,,-6,VMC.N,calcium,"325180, 325199",5.0
,,,-6,VTNR.OQ,Refining & Marketing,324110,3.0
,,,-6,VTNR.OQ,Black Oil,324110,3.0
,,,-6,VTNR.OQ,Recovery,211130,3.0
,,,-6,SUZB3.SA,Cellulose,322120,2.0
,,,-6,SUZB3.SA,Paper,322120,2.0
,,,-6,USIM5.SA,Eliminations and Adjustments,,5.0
,,,-6,USIM5.SA,Steel Processing,"331110, 332313, 332312, 332311",5.0
,,,-6,USIM5.SA,Steel,331110,5.0
,,,-6,USIM5.SA,Capital Goods,"331110, 332322",5.0
,,,-6,USIM5.SA,Mining and Logistics,331110,5.0
,,,-6,SORIANAB.MX,Groceries,"445131, 445110",2.0
,,,-6,SORIANAB.MX,Clothes and Other,"455211, 455110",2.0
,,,-6,HERDEZ.MX,Preserved Products,424410,3.0
,,,-6,HERDEZ.MX,Frozen Products,424420,3.0
,,,-6,HERDEZ.MX,Export,"311824, 312111, 311941, 311421",3.0
,,,-6,ICHB.MX,,,0.0
,,,-6,LSTR.OQ,Insurance,524126,2.0
,,,-6,LSTR.OQ,Transportation Logistics,"484121, 483111, 482111, 481112",2.0
,,,-6,USNA.N,,,0.0
,,,-6,GCC.MX,,,0.0
,,,-6,PARR.N,Eliminations,,4.0
,,,-6,PARR.N,Refining,324110,4.0
,,,-6,PARR.N,Retail,457120,4.0
,,,-6,PARR.N,Logistics,486110,4.0
,,,-6,SIMECB.MX,,,0.0
,,,-6,YPFD.BA,Natural Gas and Electricity,"211120, 486110, 324110, 213112",5.0
,,,-6,YPFD.BA,Exploration & Production,"211120, 324110",5.0
,,,-6,YPFD.BA,Consolidation Adjustments,,5.0
,,,-6,YPFD.BA,Corporate & Others,,5.0
,,,-6,YPFD.BA,Downstream,"457210, 486110, 424720, 324110",5.0
,,,-6,TTEK.OQ,RCM,"237990, 237110",4.0
,,,-6,TTEK.OQ,Elimination of inter-segment revenue,,4.0
,,,-6,TTEK.OQ,WEI,"924110, 541330",4.0
,,,-6,TTEK.OQ,RME,"924110, 541330",4.0
,,,-6,PNW.N,,,0.0
,,,-6,ENELAM.SN,Generation,"221118, 221112, 221111",3.0
,,,-6,ENELAM.SN,Distribution,"221122, 221121",3.0
,,,-6,ENELAM.SN,Eliminations,,3.0
,,,-6,RDUS.OQ,Auto and Metals Recycling,"423930, 331492",3.0
,,,-6,RDUS.OQ,Intersegment Eliminations,,3.0
,,,-6,RDUS.OQ,Cascade Steel and Scrap,331110,3.0
,,,-6,CEPU.BA,Eliminations,,4.0
,,,-6,CEPU.BA,Others,"221118, 237130",4.0
,,,-6,CEPU.BA,GAs Distribution,221210,4.0
,,,-6,CEPU.BA,Energy Generation,"221118, 221112, 221111",4.0
,,,-6,HAIN.OQ,,,0.0
,,,-6,MTL.TO,Oilfield Services,"493190, 486210, 213112, 213111",5.0
,,,-6,MTL.TO,Trucking,"484121, 484110",5.0
,,,-6,MTL.TO,Other/Corporate,,5.0
,,,-6,MTL.TO,Oilfield Eliminations,,5.0
,,,-6,MTL.TO,Trucking Division Eliminations,,5.0
,,,-6,VBBR3.SA,Eliminations,,6.0
,,,-6,VBBR3.SA,Corporativo,,6.0
,,,-6,VBBR3.SA,Aviation,"424720, 424710",6.0
,,,-6,VBBR3.SA,Large Consumers,424720,6.0
,,,-6,VBBR3.SA,Network of Petrol Stations,457110,6.0
,,,-6,VBBR3.SA,Others,424690,6.0
,,,-6,MLM.N,Magnesia Specialties,"325180, 327410",6.0
,,,-6,MLM.N,Mid-America Group,"212313, 212312",6.0
,,,-6,MLM.N,West Group,"327320, 327310, 212321, 212313",6.0
,,,-6,MLM.N,Southeast Group,"327120, 212321, 212313, 212312",6.0
,,,-6,MLM.N,Cement,327310,6.0
,,,-6,MLM.N,Inter segment,,6.0
,,,-6,MED.N,Medifast,"459999, 325412, 311514",4.0
,,,-6,MED.N,Medifast Wholesale,"533110, 424210",4.0
,,,-6,MED.N,Medifast Weight Control Centers- Franchise,"533110, 311514",4.0
,,,-6,MED.N,Take Shape For Life,812191,4.0
,,,-6,CFV.CN,Gas & Energy,"486210, 221210",7.0
,,,-6,CFV.CN,AgroIndustry,"114119, 112990, 111998",7.0
,,,-6,CFV.CN,Hotel,721110,7.0
,,,-6,CFV.CN,Financial,523150,7.0
,,,-6,CFV.CN,Adjustments & Eliminations,,7.0
,,,-6,CFV.CN,Others,,7.0
,,,-6,CFV.CN,Infrastructure,"237990, 237310",7.0
,,,-6,STN.TO,Infrastructure,"541370, 541330, 541320, 541310",5.0
,,,-6,STN.TO,Buildings,"541410, 541330, 541320, 541310",5.0
,,,-6,STN.TO,Energy & Resources,"541330, 541320, 541310",5.0
,,,-6,STN.TO,Environmental Services,"541620, 541330, 541310",5.0
,,,-6,STN.TO,Construction Services,541330,5.0
,,,-6,EXP.N,Gypsum Wallboard,327420,7.0
,,,-6,EXP.N,Intersegment Sales,,7.0
,,,-6,EXP.N,Paperboard,322130,7.0
,,,-6,EXP.N,Joint Venture,,7.0
,,,-6,EXP.N,Cement,327310,7.0
,,,-6,EXP.N,Concrete and Aggregates,327320,7.0
,,,-6,EXP.N,Oil and Gas Proppants,211120,7.0
,,,-6,VET.TO,,,0.0
,,,-6,GRUMAB.MX,Corn Flour (Mexico),311211,5.0
,,,-6,GRUMAB.MX,Other Reconciling Item,,5.0
,,,-6,GRUMAB.MX,Other,,5.0
,,,-6,GRUMAB.MX,Corn Flour Package Tortilla ( Europe),"311830, 311211",5.0
,,,-6,GRUMAB.MX,Corn Flour and Packaged Tortilla (United States),"311830, 311211",5.0
,,,-6,CIX.TO,Eliminations,,3.0
,,,-6,CIX.TO,Asset Administration,523940,3.0
,,,-6,CIX.TO,Asset Management,523940,3.0
,,,-6,GEO.N,GEO Care,"513210, 623990, 561210",4.0
,,,-6,GEO.N,US Secure Services,"623220, 561210, 531120, 485991",4.0
,,,-6,GEO.N,International Services,"922140, 561210, 236220",4.0
,,,-6,GEO.N,Facility Construction & Design,236220,4.0
,,,-6,AGUASA.SN,Non Water,,2.0
,,,-6,AGUASA.SN,Water,"221320, 221310",2.0
,,,-6,PAMP.BA,Holding,,7.0
,,,-6,PAMP.BA,Generation,221118,7.0
,,,-6,PAMP.BA,Elimination,,7.0
,,,-6,PAMP.BA,Distribution,221122,7.0
,,,-6,PAMP.BA,Oil and Gas,211120,7.0
,,,-6,PAMP.BA,Petrochemistry,324110,7.0
,,,-6,PAMP.BA,Refining and Distribution,"457120, 424710",7.0
,,,-6,DAR.N,Feed Ingredients,311613,4.0
,,,-6,DAR.N,Food ingredients,"311613, 311612",4.0
,,,-6,DAR.N,Fuel Ingredients,311225,4.0
,,,-6,DAR.N,Corporate,,4.0
,,,-6,GMEXICOB.MX,GMM,212230,8.0
,,,-6,GMEXICOB.MX,Corporate Eliminations,,8.0
,,,-6,GMEXICOB.MX,SPCC,212230,8.0
,,,-6,GMEXICOB.MX,ITM,482111,8.0
,,,-6,GMEXICOB.MX,SCC,212230,8.0
,,,-6,GMEXICOB.MX,MM,"212230, 212220",8.0
,,,-6,GMEXICOB.MX,Infrastructure,212230,8.0
,,,-6,GMEXICOB.MX,ASARCO,212230,8.0
,,,-6,RS.N,,,0.0
,,,-6,SCCO.N,Peruvian Operations,"212230, 212290, 212220",4.0
,,,-6,SCCO.N,Corporate and Other Eliminations,,4.0
,,,-6,SCCO.N,Mexican IMMSA Unit,"212230, 212290, 212220",4.0
,,,-6,SCCO.N,Mexican Open Pit,"331410, 212230, 212290, 212220",4.0
,,,-6,MINSURI1.LM,Tin and Other Minerals,"212390, 212290",2.0
,,,-6,MINSURI1.LM,Gold,"331410, 212220",2.0
,,,-6,LUN.TO,candelaria,"212230, 212220",5.0
,,,-6,LUN.TO,Zinkgruvan,212230,5.0
,,,-6,LUN.TO,Other,,5.0
,,,-6,LUN.TO,Tenke Fungurume,,5.0
,,,-6,LUN.TO,Eagle,"212230, 212220",5.0
,,,-6,HBM.TO,Corporate Activities,,4.0
,,,-6,HBM.TO,Manitoba,"212230, 212220",4.0
,,,-6,HBM.TO,Peru,"212230, 212220",4.0
,,,-6,HBM.TO,Arizona,212230,4.0
,,,-6,CYRE3.SA,Services,237210,4.0
,,,-6,CYRE3.SA,Deductions,,4.0
,,,-6,CYRE3.SA,Housing,"236118, 236117",4.0
,,,-6,CYRE3.SA,Sale of Real Estate,"236118, 236117",4.0
,,,-6,EAF.N,Industrial Materials,"212323, 335991, 333992, 324110",1.0
,,,-6,BESALCO.SN,Real Estate,"236117, 236116, 236115",5.0
,,,-6,BESALCO.SN,Machinery,"532412, 213115, 213114",5.0
,,,-6,BESALCO.SN,Intercompany Eliminations,,5.0
,,,-6,BESALCO.SN,Projects Investment,"523999, 237990, 237310",5.0
,,,-6,BESALCO.SN,Civil Works,"237990, 237310, 236220",5.0
,,,-6,HEO.TO,,,0.0
,,,-6,AEIS.OQ,,,0.0
,,,-6,PARAUCO.SN,,,0.0
,,,-6,ANTARCHILE.SN,Fuel/Copec,"424720, 424710",7.0
,,,-6,ANTARCHILE.SN,Sonacol,486110,7.0
,,,-6,ANTARCHILE.SN,Gas/Abastible,"457210, 424720",7.0
,,,-6,ANTARCHILE.SN,Eliminations,,7.0
,,,-6,ANTARCHILE.SN,Forestry/Arauco,113310,7.0
,,,-6,ANTARCHILE.SN,Fishing/Igemar,114111,7.0
,,,-6,ANTARCHILE.SN,Other Services and Investments,,7.0
,,,-6,ENDISPC1.LM,,,0.0
,,,-6,ALICORC1.LM,Animal Nutrition,311119,4.0
,,,-6,ALICORC1.LM,High Volume Products,"424490, 311821, 311211",4.0
,,,-6,ALICORC1.LM,Industrial Products,"311824, 311941, 311225, 311211",4.0
,,,-6,ALICORC1.LM,Other,,4.0
,,,-6,PBH.TO,Premium Food Distribution,"424460, 424420, 424410",2.0
,,,-6,PBH.TO,Specialty Foods,"424410, 311999, 311919, 311412",2.0
,,,-6,CCB.CN,Concrete,327320,3.0
,,,-6,CCB.CN,Cement,327310,3.0
,,,-6,CCB.CN,Other,,3.0
,,,-6,HUBG.OQ,HUB,488510,3.0
,,,-6,HUBG.OQ,Intersegment eliminations,,3.0
,,,-6,HUBG.OQ,MODE,488510,3.0
,,,-6,POR.N,,,0.0
,,,-6,BDGI.TO,,,0.0
,,,-6,CENX.OQ,,,0.0
,,,-6,IMI.CN,Carulla,445110,10.0
,,,-6,IMI.CN,Exito,445110,10.0
,,,-6,IMI.CN,BTB,445110,10.0
,,,-6,IMI.CN,Non Food,455110,10.0
,,,-6,IMI.CN,Uruguay,"455219, 455211",10.0
,,,-6,IMI.CN,Brazil - Food,445110,10.0
,,,-6,IMI.CN,E-Commerce,459999,10.0
,,,-6,IMI.CN,Argentina,445110,10.0
,,,-6,IMI.CN,Surtimax-Super Inter,445110,10.0
,,,-6,IMI.CN,Eliminations,,10.0
,,,-6,NCH.CN,Other,,9.0
,,,-6,NCH.CN,Pasta,311824,9.0
,,,-6,NCH.CN,Meat,"311615, 311612",9.0
,,,-6,NCH.CN,Ice Cream,311520,9.0
,,,-6,NCH.CN,Cookies,"311824, 311821",9.0
,,,-6,NCH.CN,Coffee,311920,9.0
,,,-6,NCH.CN,Chocolate,311351,9.0
,,,-6,NCH.CN,TMLUC,312111,9.0
,,,-6,NCH.CN,Retail Foods,722513,9.0
,,,-6,CASS.OQ,Banking Services,522110,3.0
,,,-6,CASS.OQ,Corporate and Eliminations,,3.0
,,,-6,CASS.OQ,Information Services,522320,3.0
,,,-6,HAYN.OQ,,,0.0
,,,-6,SRCL.OQ,International RCS,"562119, 562112",3.0
,,,-6,SRCL.OQ,Domestic and Canada RCS,"562119, 221320",3.0
,,,-6,SRCL.OQ,All other,"562119, 562112",3.0
,,,-6,KKR.N,Private Markets,523940,5.0
,,,-6,KKR.N,Public Markets,523940,5.0
,,,-6,KKR.N,Capital Markets and Principal Activities,523940,5.0
,,,-6,KKR.N,Adjustment,,5.0
,,,-6,KKR.N,Private Activities,523940,5.0
,,,-6,ARA.MX,Progressive,236118,5.0
,,,-6,ARA.MX,Social Interest,"236118, 236117",5.0
,,,-6,ARA.MX,Residential,"236118, 236117",5.0
,,,-6,ARA.MX,Other,,5.0
,,,-6,ARA.MX,Medium,"236118, 236117",5.0
,,,-6,UNFI.N,Eliminations,,4.0
,,,-6,UNFI.N,Other,,4.0
,,,-6,UNFI.N,Wholesale,424410,4.0
,,,-6,UNFI.N,Unallocated,,4.0
,,,-6,STLD.OQ,Corporate and Eliminations,,5.0
,,,-6,STLD.OQ,Steel Fabrication Operation,"331110, 332312",5.0
,,,-6,STLD.OQ,All Other,,5.0
,,,-6,STLD.OQ,Steel,"331110, 331221",5.0
,,,-6,STLD.OQ,Metal Recycling/ Ferrous Resources,"331110, 423930, 332312, 331492",5.0
,,,-6,BDT.TO,,,0.0
,,,-6,OGE.N,Other Operations,,4.0
,,,-6,OGE.N,Electric Utility,"221118, 221122, 221121, 221112",4.0
,,,-6,OGE.N,Intersegment Eliminations,,4.0
,,,-6,OGE.N,Natural Gas Midstream Operations,"486210, 221210, 213112",4.0
,,,-6,SBSP3.SA,Sanitation,"221320, 221310",2.0
,,,-6,SBSP3.SA,Reconciliation,,2.0
,,,-6,EEFT.OQ,"Corporate Services, Eliminations and Other",,4.0
,,,-6,EEFT.OQ,Money Transfer,522320,4.0
,,,-6,EEFT.OQ,EFT Processing,522320,4.0
,,,-6,EEFT.OQ,Epay,"517121, 522320",4.0
,,,-6,NPI.TO,Elimination,,7.0
,,,-6,NPI.TO,Other,,7.0
,,,-6,NPI.TO,Nordsee,237130,7.0
,,,-6,NPI.TO,Thermal,"221118, 221112",7.0
,,,-6,NPI.TO,On Shore Renewables,"221118, 221112",7.0
,,,-6,NPI.TO,Managed,221118,7.0
,,,-6,NPI.TO,Offshore wind,221118,7.0
,,,-6,BX.N,Private Equity,523910,5.0
,,,-6,BX.N,Hedge Fund solution,523940,5.0
,,,-6,BX.N,Credit & Insurance,523940,5.0
,,,-6,BX.N,Real Estate,525990,5.0
,,,-6,BX.N,Consolidation Adjustments,,5.0
,,,-6,AWK.N,Market-Based Operations,"562998, 237110, 221310",3.0
,,,-6,AWK.N,Other,,3.0
,,,-6,AWK.N,Regulated Businesses,221310,3.0
,,,-6,ENGI4.SA,Commercialization,221122,4.0
,,,-6,ENGI4.SA,Services,221122,4.0
,,,-6,ENGI4.SA,Generation,221122,4.0
,,,-6,ENGI4.SA,Distribution,221122,4.0
,,,-6,SOL.N,Other,,3.0
,,,-6,SOL.N,Solar power projects,237130,3.0
,,,-6,SOL.N,Electricity Generation,"221118, 237990",3.0
,,,-6,CVI.N,Petroleum,"486110, 324110",3.0
,,,-6,CVI.N,Nitrogen Fertilizer,325311,3.0
,,,-6,CVI.N,Other,,3.0
,,,-6,PRIM.N,Power,"541330, 237130, 236210",4.0
,,,-6,PRIM.N,Pipeline,"541330, 237120",4.0
,,,-6,PRIM.N,Civil,"541330, 237310",4.0
,,,-6,PRIM.N,Utilities,"541330, 237130, 221210",4.0
,,,-6,HBOR3.SA,,,0.0
,,,-6,ENEV3.SA,Energy Commercialization,221122,6.0
,,,-6,ENEV3.SA,Corporate,,6.0
,,,-6,ENEV3.SA,Eliminations,,6.0
,,,-6,ENEV3.SA,Coal Generation,221112,6.0
,,,-6,ENEV3.SA,Gas Prodution,211120,6.0
,,,-6,ENEV3.SA,Gas Generation,221112,6.0
,,,-6,TGH.N,Eliminations,,5.0
,,,-6,TGH.N,Other,,5.0
,,,-6,TGH.N,Container Management,"561499, 541110, 532490, 532411",5.0
,,,-6,TGH.N,Container Ownership,"562219, 541219, 532411, 531190",5.0
,,,-6,TGH.N,Container Resale,"811490, 532411, 488330, 488320",5.0
,,,-6,FOR.N,Mining Resources,,4.0
,,,-6,FOR.N,Real Estate,,4.0
,,,-6,FOR.N,Items Not Allocated,,4.0
,,,-6,FOR.N,Other,,4.0
,,,-6,TNK.N,Ship-to-ship transfer segment,483111,3.0
,,,-6,TNK.N,Inter-segment revenue,,3.0
,,,-6,TNK.N,Conventional Tanker segment,483111,3.0
,,,-6,IPI.N,,,0.0
,,,-6,FRES.L,Herradura,212220,8.0
,,,-6,FRES.L,Eliminations,,8.0
,,,-6,FRES.L,Fresnillo,212220,8.0
,,,-6,FRES.L,Other,,8.0
,,,-6,FRES.L,Cienega,212220,8.0
,,,-6,FRES.L,Soledad Dipolos,212220,8.0
,,,-6,FRES.L,Saucito,212220,8.0
,,,-6,FRES.L,Noche Buena,212220,8.0
,,,-6,MYRG.OQ,T&D,"541330, 237130",2.0
,,,-6,MYRG.OQ,C&I,238210,2.0
,,,-6,AD_u.TO,,,0.0
,,,-6,KRO.N,,,0.0
,,,-6,SFL.N,,,0.0
,,,-6,CENCOSUD.SN,Supermarket,"445298, 445110",6.0
,,,-6,CENCOSUD.SN,Support Services & Adjustment,,6.0
,,,-6,CENCOSUD.SN,Shopping Centers,531120,6.0
,,,-6,CENCOSUD.SN,Financial Services,"524126, 524114, 524113, 522210",6.0
,,,-6,CENCOSUD.SN,Department Store,455110,6.0
,,,-6,CENCOSUD.SN,Home Improvement,444110,6.0
,,,-6,BGS.N,,,0.0
,,,-6,HEP.N,Refinery processing units - affiliate,324110,3.0
,,,-6,HEP.N,Pipelines and terminals - third-party,"486210, 486110, 424710",3.0
,,,-6,HEP.N,Pipelines and terminals - affiliate,"486210, 486110, 424710",3.0
,,,-6,CSMG3.SA,Other Deductions,,4.0
,,,-6,CSMG3.SA,Sale of Products,221310,4.0
,,,-6,CSMG3.SA,Construction Revenue,237110,4.0
,,,-6,CSMG3.SA,Water Supply,221310,4.0
,,,-6,ENS.N,Americas,"335910, 335999",3.0
,,,-6,ENS.N,EMEA,"335910, 335999",3.0
,,,-6,ENS.N,Asia,"335910, 335999",3.0
,,,-6,CNS.N,,,0.0
,,,-6,ORA.N,Products Segment,335999,2.0
