Instrument,Segment Name,Segment Code,Revenue,year
MSA.N,Segment Total,SEGMTL,,FY0
MSA.N,corporate,EXPOTH,,FY0
MSA.N,Consolidated Total,CONSTL,,FY0
MNRO.OQ,Brakers,811111,1325382000.0,FY0
MNRO.OQ,Exhaust,811111,,FY0
MNRO.OQ,Steering,811111,,FY0
MNRO.OQ,Tires,811111,,FY0
MNRO.OQ,Maintenance,811111,,FY0
MNRO.OQ,Other,811111,,FY0
MNRO.OQ,Segment Total,SEGMTL,,FY0
MNRO.OQ,Consolidated Total,CONSTL,,FY0
MNSB.OQ,,,,FY0
MO.N,Smokeable products,312230,25096000000.0,FY0
MO.N,Oral tobacco products,312230,,FY0
MO.N,Segment Total,SEGMTL,,FY0
MO.N,All Other,EXPOTH,,FY0
MO.N,Consolidated Total,CONSTL,,FY0
MOD.N,Performance Technologies,336390,2297900000.0,FY0
MOD.N,Climate Solutions,333415,,FY0
MOD.N,Segment Total,SEGMTL,,FY0
MOD.N,Corporate & Eliminations,EXPOTH,,FY0
MOD.N,Consolidated Total,CONSTL,,FY0
MOFG.OQ,,,,FY0
MOGa.N,Aircraft Controls,336413,3319122000.0,FY0
MOGa.N,Space and Defense Controls,334511,,FY0
MOGa.N,Industrial Systems,334513,,FY0
MOGa.N,Segment Total,SEGMTL,,FY0
MOGa.N,Consolidated Total,CONSTL,,FY0
MHK.N,Global Ceramic segment,327120,11737065000.0,FY0
MHK.N,Flooring ROW segment,"238330,314110",,FY0
MHK.N,Flooring NA segment,"238330,314110",,FY0
MHK.N,Segment Total,SEGMTL,,FY0
MHK.N,Consolidated Total,CONSTL,,FY0
MOH.N,Other,561499,31974000000.0,FY0
MOH.N,Medicaid,621491,,FY0
MOH.N,Medicare,621491,,FY0
MOH.N,Marketplace,621491,,FY0
MOH.N,Segment Total,SEGMTL,,FY0
MOH.N,Consolidated Total,CONSTL,,FY0
MOS.N,Phosphates,"311119,325312",19125200000.0,FY0
MOS.N,Potash,"212390,311119",,FY0
MOS.N,Mosaic Fertilizantes,"212390,311119,325312",,FY0
MOS.N,Segment Total,SEGMTL,,FY0
MOS.N,"Corporate,Elimination & Other",ICELIM,,FY0
MOS.N,Consolidated Total,CONSTL,,FY0
MSI.N,Products and Systems Integration,"334118,334220",9112000000.0,FY0
MSI.N,Software and Services,"513210,517111,517112,541511",,FY0
MSI.N,Segment Total,SEGMTL,,FY0
MSI.N,Consolidated Total,CONSTL,,FY0
MPAA.OQ,Hard Parts,OTHERS,683074000.0,FY0
MPAA.OQ,All Other,OTHERS,,FY0
MPAA.OQ,Segment Total,SEGMTL,,FY0
MPAA.OQ,Elimination,ICELIM,,FY0
MPAA.OQ,Consolidated Total,CONSTL,,FY0
TMUS.OQ,,,79571000000.0,FY0
ALE.N,Residential,221122,,FY0
ALE.N,Commercial,221122,,FY0
ALE.N,Municipal,221122,,FY0
ALE.N,Industrial,221122,,FY0
ALE.N,Other power supplier,221122,,FY0
ALE.N,Long-Term PSA,221122,,FY0
ALE.N,Long-term Contract,221122,,FY0
ALE.N,ALLETE Clean Energy - Other,"221118,221122",,FY0
ALE.N,Sale of renewable development project,OTHERS,,FY0
ALE.N,Sale of Wind Energy Facility,OTHERS,,FY0
ALE.N,Segment Total,SEGMTL,,FY0
ALE.N,Other 1,EXPOTH,,FY0
ALE.N,Others,EXPOTH,,FY0
ALE.N,Consolidated Total,CONSTL,,FY0
MPW.N,,,1542851000.0,FY0
MPWR.OQ,D C To D C Products,334413,1794148000.0,FY0
MPWR.OQ,Lighting Control Products,334413,,FY0
MPWR.OQ,Segment Total,SEGMTL,,FY0
MPWR.OQ,Consolidated Total,CONSTL,,FY0
MPX.N,Boats and accessories,336612,380995000.0,FY0
MPX.N,Parts,336612,,FY0
MPX.N,Segment Total,SEGMTL,,FY0
MPX.N,Consolidated Total,CONSTL,,FY0
MCS.N,Theatres,512131,677394000.0,FY0
MCS.N,Hotels/Resorts,721110,,FY0
MCS.N,Segment Total,SEGMTL,,FY0
MCS.N,Corporate Items,EXPOTH,,FY0
MCS.N,Consolidated Total,CONSTL,,FY0
MRK.N,Merck Pharmaceutical,325412,59283000000.0,FY0
MRK.N,Other,OTHERS,,FY0
MRK.N,Segment Total,SEGMTL,,FY0
MRK.N,All Other,EXPOTH,,FY0
MRK.N,Consolidated Total,CONSTL,,FY0
MRO.N,U.S. E&P,"211120,211130,213112,486910",8074000000.0,FY0
MRO.N,International E&P,"211130,213112,486210",,FY0
MRO.N,Not allocated to Segments,OTHERS,,FY0
MRO.N,Segment Total,SEGMTL,,FY0
MRO.N,Consolidated Total,CONSTL,,FY0
MORN.OQ,License-based,523940,1870600000.0,FY0
MORN.OQ,Asset-based,523940,,FY0
MORN.OQ,Transaction-based,523940,,FY0
MORN.OQ,Segment Total,SEGMTL,,FY0
MORN.OQ,Consolidated Total,CONSTL,,FY0
MRTN.OQ,Truckload,484121,1263878000.0,FY0
MRTN.OQ,Dedicated,484122,,FY0
MRTN.OQ,Intermodal,"484122,484230",,FY0
MRTN.OQ,Brokerage,484122,,FY0
MRTN.OQ,Segment Total,SEGMTL,,FY0
MRTN.OQ,Consolidated Total,CONSTL,,FY0
MRU.TO,,,15264491419.3121,FY0
MRVL.OQ,,,5919600000.0,FY0
GDI.TO,Janitorial Canada,"561720,561790",1603070337.29427,FY0
GDI.TO,Janitorial USA,"561720,561790",,FY0
GDI.TO,Technical Services,541990,,FY0
GDI.TO,Complementary Services,"424690,561720",,FY0
GDI.TO,Segment Total,SEGMTL,,FY0
GDI.TO,Corporate and eliminations,"EXPOTH,ICELIM",,FY0
GDI.TO,Consolidated Total,CONSTL,,FY0
MSEX.OQ,Regulated,"221310,221320",162434000.0,FY0
MSEX.OQ,Non-regulated,221320,,FY0
MSEX.OQ,Segment Total,SEGMTL,,FY0
MSEX.OQ,Inter-segment Elimination,ICELIM,,FY0
MSEX.OQ,Consolidated Total,CONSTL,,FY0
MSFT.OQ,Productivity and Business Processes,"513210,519290,541511,541512",211915000000.0,FY0
MSFT.OQ,Intelligent Cloud,"513210,518210,541511,541512",,FY0
MSFT.OQ,More Personal Computing,"334111,513210,541512",,FY0
MSFT.OQ,Segment Total,SEGMTL,,FY0
MSFT.OQ,Consolidated Total,CONSTL,,FY0
MSM.N,Metalworking and maintanace,423830,4009282000.0,FY0
MSM.N,Segment Total,SEGMTL,,FY0
MSM.N,Consolidated Total,CONSTL,,FY0
EHC.N,Managed Care,622310,4348600000.0,FY0
EHC.N,Medicaid,622310,,FY0
EHC.N,Medicare,622310,,FY0
EHC.N,Medicare Advantage,622310,,FY0
EHC.N,Other Income Source,622310,,FY0
EHC.N,Other Thirdparty Payors,622310,,FY0
EHC.N,Patients,622310,,FY0
EHC.N,Workers Compensation,622310,,FY0
EHC.N,Segment Total,SEGMTL,,FY0
EHC.N,Consolidated Total,CONSTL,,FY0
ETR.N,Utility,"221111,221112,221113,221210",13420765000.0,FY0
ETR.N,Entergy Wholsale commodoties,"221113,221118,221122,423610",,FY0
ETR.N,All Other,236210,,FY0
ETR.N,Segment Total,SEGMTL,,FY0
ETR.N,Eliminations,ICELIM,,FY0
ETR.N,Consolidated Total,CONSTL,,FY0
MTD.N,Chinese Operations,"333998,334516,334519,339112",3919709000.0,FY0
MTD.N,Swiss Operations,"333998,334516,334519,339112",,FY0
MTD.N,U.S. Operations,"333998,334516,334519,339112",,FY0
MTD.N,Western European Operations,"333998,334516,334519,339112",,FY0
MTD.N,Other (a),OTHERS,,FY0
MTD.N,Segment Total,SEGMTL,,FY0
MTD.N,Eliminations & Corporate,ICELIM,,FY0
MTD.N,Consolidated Total,CONSTL,,FY0
MTG.N,,,,FY0
MTH.N,,,6292203000.0,FY0
MTL.TO,Less-thanTruckload,484122,1475719979.33427,FY0
MTL.TO,Logistics & Warehousing,"484110,484121,493110",,FY0
MTL.TO,Specialized & Industrial Service,"213111,213112",,FY0
MTL.TO,U.S & International Logistics,484122,,FY0
MTL.TO,Segment Total,SEGMTL,,FY0
MTL.TO,Other/Corporate,"EXPOTH,ICELIM",,FY0
MTL.TO,Intersegment eliminations,ICELIM,,FY0
MTL.TO,Consolidated Total,CONSTL,,FY0
MTN.N,Mountain,"713920,721110",2889364000.0,FY0
MTN.N,Lodging,721110,,FY0
MTN.N,Real Estate,"237210,531110",,FY0
MTN.N,Segment Total,SEGMTL,,FY0
MTN.N,Consolidated Total,CONSTL,,FY0
AKR.N,Core Portfolio,531120,326290000.0,FY0
AKR.N,Opportunity Funds,531120,,FY0
AKR.N,Structured financing,"522299,531120",,FY0
AKR.N,Segment Total,SEGMTL,,FY0
AKR.N,Unallocated,ICELIM,,FY0
AKR.N,Consolidated Total,CONSTL,,FY0
MTX.N,Specialty Minerals,327992,2125500000.0,FY0
MTX.N,Refractories,327120,,FY0
MTX.N,Performance Materials,212323,,FY0
MTX.N,Segment Total,SEGMTL,,FY0
MTX.N,Consolidated Total,CONSTL,,FY0
MUR.N,Exploration and Production,"211120,211130",3899730000.0,FY0
MUR.N,Corporate,"ICELIM,OTHERS",,FY0
MUR.N,Segment Total,SEGMTL,,FY0
MUR.N,Consolidated Total,CONSTL,,FY0
MWA.N,Water Flow Solutions,"326122,332911",1247400000.0,FY0
MWA.N,Water Management Solutions,326122,,FY0
MWA.N,Segment Total,SEGMTL,,FY0
MWA.N,Consolidated Total,CONSTL,,FY0
MGPI.OQ,Distillery Products,312140,782358000.0,FY0
MGPI.OQ,Ingredient Solutions,311211,,FY0
MGPI.OQ,Branded Spirits,312140,,FY0
MGPI.OQ,Segment Total,SEGMTL,,FY0
MGPI.OQ,Consolidated Total,CONSTL,,FY0
MSCI.N,Index,"518210,519290",2248598000.0,FY0
MSCI.N,Analytics,518210,,FY0
MSCI.N,All Other,"518210,519290,523999",,FY0
MSCI.N,ESG and Climate,"518210,519290",,FY0
MSCI.N,Segment Total,SEGMTL,,FY0
MSCI.N,Consolidated Total,CONSTL,,FY0
MXL.OQ,Radio-Frequency and mixed signal communications,334220,1120252000.0,FY0
MXL.OQ,Segment Total,SEGMTL,,FY0
MXL.OQ,Consolidated Total,CONSTL,,FY0
MYE.N,Material Handling,"326140,326199,333924",899547000.0,FY0
MYE.N,Distribution,"326211,423120,423130",,FY0
MYE.N,Segment Total,SEGMTL,,FY0
MYE.N,Intra-company sales,ICELIM,,FY0
MYE.N,Consolidated Total,CONSTL,,FY0
VTRS.OQ,Developed markets,325412,16262700000.0,FY0
VTRS.OQ,Greater China,456110,,FY0
VTRS.OQ,JANZ,456110,,FY0
VTRS.OQ,Emerging Markets,"325412,456110",,FY0
VTRS.OQ,Segment Total,SEGMTL,,FY0
VTRS.OQ,Consolidated Total,CONSTL,,FY0
MYRG.OQ,T&D,"237130,541330",3008542000.0,FY0
MYRG.OQ,C&I,238210,,FY0
MYRG.OQ,Segment Total,SEGMTL,,FY0
MYRG.OQ,Consolidated Total,CONSTL,,FY0
NA.TO,,,,FY0
NGS.N,Rental,532412,84825000.0,FY0
NGS.N,Serviceand Maintenance,333912,,FY0
NGS.N,Compressors - sales,333912,,FY0
NGS.N,Flares - sales,333912,,FY0
NGS.N,Other (Parts/Rebuilds) - sale,OTHERS,,FY0
NGS.N,Segment Total,SEGMTL,,FY0
NGS.N,Consolidated Total,CONSTL,,FY0
ONTO.N,Product,333242,1005183000.0,FY0
ONTO.N,Service,333242,,FY0
ONTO.N,Systems and Software,333242,,FY0
ONTO.N,Segment Total,SEGMTL,,FY0
ONTO.N,Consolidated Total,CONSTL,,FY0
ROIC.OQ,,,312929000.0,FY0
HOPE.OQ,,,,FY0
NAT.N,Spot charter revenues,483111,339340000.0,FY0
NAT.N,Time charter revenues,483111,,FY0
NAT.N,Segment Total,SEGMTL,,FY0
NAT.N,Consolidated Total,CONSTL,,FY0
MOV.N,Watch and Accessory Brands,"334519,458310",751898000.0,FY0
MOV.N,Company stores,334519,,FY0
MOV.N,Segment Total,SEGMTL,,FY0
MOV.N,Consolidated Total,CONSTL,,FY0
NBIX.OQ,pharmaceutical Industry,325414,1488700000.0,FY0
NBIX.OQ,Segment Total,SEGMTL,,FY0
NBIX.OQ,Consolidated Total,CONSTL,,FY0
BAC.N,,,,FY0
VYX.N,Hospitality,"513210,561499",7844000000.0,FY0
VYX.N,Retail,"513210,518210,519290,541511",,FY0
VYX.N,Banking,"513210,522130,522210,541511",,FY0
VYX.N,Payments & Network,522320,,FY0
VYX.N,Self Service Banking,522320,,FY0
VYX.N,Other,OTHERS,,FY0
VYX.N,Segment Total,SEGMTL,,FY0
VYX.N,Eliminations,ICELIM,,FY0
VYX.N,other adjustments,EXPOTH,,FY0
VYX.N,Consolidated Total,CONSTL,,FY0
NDAQ.OQ,Market Platforms,OTHERS,6226000000.0,FY0
NDAQ.OQ,Capital Access Platforms,OTHERS,,FY0
NDAQ.OQ,Anti financial crime,OTHERS,,FY0
NDAQ.OQ,Segment Total,SEGMTL,,FY0
NDAQ.OQ,Corporate and Eliminations,"EXPOTH,ICELIM",,FY0
NDAQ.OQ,Consolidated Total,CONSTL,,FY0
NDSN.OQ,Advanced Technology Systems,"333310,334519,339112",2590278000.0,FY0
NDSN.OQ,Industrial Precisions solutions,"325510,326220,333248",,FY0
NDSN.OQ,Medical and Fluid Solutions,OTHERS,,FY0
NDSN.OQ,Segment Total,SEGMTL,,FY0
NDSN.OQ,Corporate,EXPOTH,,FY0
NDSN.OQ,Consolidated Total,CONSTL,,FY0
NECB.OQ,,,,FY0
NEM.N,North America,"212220,212230",11915000000.0,FY0
NEM.N,South America,"212220,212230",,FY0
NEM.N,Boddington,212230,,FY0
NEM.N,Tanami,212220,,FY0
NEM.N,Nevada,"212220,212230",,FY0
NEM.N,Segment Total,SEGMTL,,FY0
NEM.N,Consolidated Total,CONSTL,,FY0
NEOG.OQ,Food Safety,325413,822447000.0,FY0
NEOG.OQ,Animal Safety,"325320,325412,325414,334510",,FY0
NEOG.OQ,Segment Total,SEGMTL,,FY0
NEOG.OQ,Corporate and Eliminations,ICELIM,,FY0
NEOG.OQ,Consolidated Total,CONSTL,,FY0
NFBK.OQ,,,,FY0
NFG.N,Exploration and Production,"211120,211130",2173771000.0,FY0
NFG.N,Pipeline and Storage,486210,,FY0
NFG.N,Utility,"213112,221210",,FY0
NFG.N,Gathering,"211120,213112,486210",,FY0
NFG.N,Segment Total,SEGMTL,,FY0
NFG.N,Corporate and Intersegment Eliminations,ICELIM,,FY0
NFG.N,All Other,EXPOTH,,FY0
NFG.N,Consolidated Total,CONSTL,,FY0
FTS.TO,Fortis Alberta,"211130,221111,221210",8150417004.94501,FY0
FTS.TO,Fortis BC Electric,"221111,221112,221118",,FY0
FTS.TO,Energy infrastructure,"221111,221118,221210",,FY0
FTS.TO,FortisBC Energy,"221112,221118,221210",,FY0
FTS.TO,Central Hudson,"211130,221112,221118,221122",,FY0
FTS.TO,UNS Energy,"211130,221118,221122,221210",,FY0
FTS.TO,Other Electric,"221111,221118,221122",,FY0
FTS.TO,ITC,221121,,FY0
FTS.TO,Segment Total,SEGMTL,,FY0
FTS.TO,Intersegment eliminations,ICELIM,,FY0
FTS.TO,Corporate and other,EXPOTH,,FY0
FTS.TO,Consolidated Total,CONSTL,,FY0
NFLX.OQ,,,31615550000.0,FY0
CXDO.OQ,Cloud telecommunications,"517810,518210,541511",37554000.0,FY0
CXDO.OQ,Software solutions,513210,,FY0
CXDO.OQ,Segment Total,SEGMTL,,FY0
CXDO.OQ,Consolidated Total,CONSTL,,FY0
HME.V,,,71369842.792826,FY0
NHI.N,Real Estate Investments,531120,278194000.0,FY0
NHI.N,SHOP,531120,,FY0
NHI.N,Segment Total,SEGMTL,,FY0
NHI.N,Nonsegmentcorporate,EXPOTH,,FY0
NHI.N,Consolidated Total,CONSTL,,FY0
LH.N,DX,621511,14876800000.0,FY0
LH.N,DD,541714,,FY0
LH.N,Segment Total,SEGMTL,,FY0
LH.N,Intercompany eliminations,ICELIM,,FY0
LH.N,Consolidated Total,CONSTL,,FY0
NI.N,Gas Distribution Operations,221210,5738600000.0,FY0
NI.N,Electric Operations,"221112,221121,221122",,FY0
NI.N,Segment Total,SEGMTL,,FY0
NI.N,Adjustments / Eliminations,ICELIM,,FY0
NI.N,Corporate and Other,EXPOTH,,FY0
NI.N,Consolidated Total,CONSTL,,FY0
NKE.N,North America,"315250,315990,316210,339920",51217000000.0,FY0
NKE.N,Greater China,"315250,315990,316210,339920",,FY0
NKE.N,Global Brand Divisions,533110,,FY0
NKE.N,Converse,339920,,FY0
NKE.N,"Europe,Middle East & Africa","315250,315990,316210,339920",,FY0
NKE.N,Asia Pacific & Latin America,"315250,315990,316210,339920",,FY0
NKE.N,Segment Total,SEGMTL,,FY0
NKE.N,Corporate,EXPOTH,,FY0
NKE.N,Consolidated Total,CONSTL,,FY0
NJR.N,Natural Gas Distribution,221210,1127417000.0,FY0
NJR.N,Energy Services,"221210,541611",,FY0
NJR.N,Storage and Transportation segment,"221210,486210",,FY0
NJR.N,Home Services and Other,"237210,238220,811412",,FY0
NJR.N,Clean Energy Ventures,237130,,FY0
NJR.N,Segment Total,SEGMTL,,FY0
NJR.N,Consolidated Total,CONSTL,,FY0
NEWT.OQ,,,143145000.0,FY0
NKSH.OQ,,,,FY0
NLY.N,,,3264053000.0,FY0
THC.N,Conifer,"524298,561110,561440",19174000000.0,FY0
THC.N,Hospital operations and other,"621512,622110,622310",,FY0
THC.N,Ambulatory Care,621493,,FY0
THC.N,Segment Total,SEGMTL,,FY0
THC.N,Intercompany elimination,ICELIM,,FY0
THC.N,Consolidated Total,CONSTL,,FY0
NNI.N,"Education Technology, Services, and Payment Processing",513210,1975985000.0,FY0
NNI.N,Asset generation and management,522291,,FY0
NNI.N,Loan servicing and systems,541511,,FY0
NNI.N,Nelnet Bank,522180,,FY0
NNI.N,Segment Total,SEGMTL,,FY0
NNI.N,Eliminations,ICELIM,,FY0
NNI.N,Corporate Activities & Other Overheads,EXPOTH,,FY0
NNI.N,Consolidated Total,CONSTL,,FY0
NOA.TO,Construction services,212321,567967377.666248,FY0
NOA.TO,Operations support services,212321,,FY0
NOA.TO,Equipment and component sales,213112,,FY0
NOA.TO,Segment Total,SEGMTL,,FY0
NOA.TO,Consolidated Total,CONSTL,,FY0
WFC.N,,,,FY0
JWN.N,,,15530000000.0,FY0
NOC.N,Mission Systems,"332994,334220,334511,336415",36602000000.0,FY0
NOC.N,Aeronautics Systems,336411,,FY0
NOC.N,Defense Systems,"332993,336414",,FY0
NOC.N,Space Systems,"336414,336415,336419",,FY0
NOC.N,Segment Total,SEGMTL,,FY0
NOC.N,Intersegment Eliminations,ICELIM,,FY0
NOC.N,Consolidated Total,CONSTL,,FY0
NOV.N,Rig Technology,"213111,213112,333132",7237000000.0,FY0
NOV.N,Wellbore Technologies,"213111,333132,532412",,FY0
NOV.N,Completion & Production Solutions,333132,,FY0
NOV.N,Segment Total,SEGMTL,,FY0
NOV.N,Eliminations and Corporate,ICELIM,,FY0
NOV.N,Consolidated Total,CONSTL,,FY0
HAIN.OQ,North America,"311422,325620,424410,424490",1796643000.0,FY0
HAIN.OQ,International,"311422,325620,424410,424490",,FY0
HAIN.OQ,Segment Total,SEGMTL,,FY0
HAIN.OQ,Consolidated Total,CONSTL,,FY0
NR.N,Fluids Systems,"213112,333132",815594000.0,FY0
NR.N,Industrial Solutions,"333132,541330",,FY0
NR.N,Segment Total,SEGMTL,,FY0
NR.N,Consolidated Total,CONSTL,,FY0
NPI.TO,On Shore Renewables,"221112,221118",1807376928.18658,FY0
NPI.TO,Offshore wind,221118,,FY0
NPI.TO,utility,"221121,221122",,FY0
NPI.TO,Efficient Natural Gas,221118,,FY0
NPI.TO,Segment Total,SEGMTL,,FY0
NPI.TO,Elimination,ICELIM,,FY0
NPI.TO,Other,EXPOTH,,FY0
NPI.TO,Consolidated Total,CONSTL,,FY0
NPO.N,Sealing Products,"332999,339991",1099200000.0,FY0
NPO.N,Advanced Surface Technologies,"333242,335999",,FY0
NPO.N,Segment Total,SEGMTL,,FY0
NPO.N,Consolidated Total,CONSTL,,FY0
NRG.N,West/Services/Other,"221111,221210",31543000000.0,FY0
NRG.N,Texas,"221111,221112,221113,221118",,FY0
NRG.N,East,"221111,221112,221113,221118",,FY0
NRG.N,Segment Total,SEGMTL,,FY0
NRG.N,Elimination,ICELIM,,FY0
NRG.N,Corporate,EXPOTH,,FY0
NRG.N,Consolidated Total,CONSTL,,FY0
NRIM.OQ,,,,FY0
NSC.N,Chemicals,482111,12745000000.0,FY0
NSC.N,Agriculture products,482111,,FY0
NSC.N,Metals and construction,482111,,FY0
NSC.N,Automotive,482111,,FY0
NSC.N,Intermodal,482111,,FY0
NSC.N,Coal,482111,,FY0
NSC.N,Segment Total,SEGMTL,,FY0
NSC.N,Consolidated Total,CONSTL,,FY0
EMA.TO,Florida Electric Utility,"221111,221122,221210,486210",5600413314.63577,FY0
EMA.TO,Canadian Electric Utilities,"221111,221122,221210,486210",,FY0
EMA.TO,Other Electric Utilities,"221111,221122,221210,486210",,FY0
EMA.TO,Gas Utilities and Infrastructure,"221111,221122,221210,486210",,FY0
EMA.TO,Segment Total,SEGMTL,,FY0
EMA.TO,Inter-Segment Eliminations,ICELIM,,FY0
EMA.TO,Other,EXPOTH,,FY0
EMA.TO,Consolidated Total,CONSTL,,FY0
NSIT.OQ,North America,"423430,513210,541511,541512",10431191000.0,FY0
NSIT.OQ,APAC,"423430,513210,541511,541512",,FY0
NSIT.OQ,EMEA,"423430,513210,541511,541512",,FY0
NSIT.OQ,Segment Total,SEGMTL,,FY0
NSIT.OQ,Consolidated Total,CONSTL,,FY0
XEL.OQ,Regulated Electric,221111,15203000000.0,FY0
XEL.OQ,Regulated Natural Gas,221210,,FY0
XEL.OQ,Segment Total,SEGMTL,,FY0
XEL.OQ,Reconciling Eliminations,ICELIM,,FY0
XEL.OQ,All Other,EXPOTH,,FY0
XEL.OQ,Consolidated Total,CONSTL,,FY0
HLF.TO,,,1069714000.0,FY0
TNZ.TO,,,20769060.4472655,FY0
NSSC.OQ,Intrusion and access alarm products,334290,169997000.0,FY0
NSSC.OQ,Door locking devices,334290,,FY0
NSSC.OQ,Services,334290,,FY0
NSSC.OQ,Segment Total,SEGMTL,,FY0
NSSC.OQ,Consolidated Total,CONSTL,,FY0
NTAP.OQ,Hybrid Cloud,"334112,518210",6362000000.0,FY0
NTAP.OQ,Public Cloud,"334112,518210",,FY0
NTAP.OQ,Segment Total,SEGMTL,,FY0
NTAP.OQ,Consolidated Total,CONSTL,,FY0
NBTB.OQ,,,,FY0
NTCT.OQ,Product,541512,914530000.0,FY0
NTCT.OQ,Service,541512,,FY0
NTCT.OQ,Segment Total,SEGMTL,,FY0
NTCT.OQ,Consolidated Total,CONSTL,,FY0
NTRS.OQ,,,7488800000.0,FY0
ES.N,Electric Distribution,221122,12217336000.0,FY0
ES.N,Natural Gas Distribution,221210,,FY0
ES.N,Electric Transmission,221121,,FY0
ES.N,Water Distribution,221310,,FY0
ES.N,Segment Total,SEGMTL,,FY0
ES.N,Eliminations,ICELIM,,FY0
ES.N,Other,EXPOTH,,FY0
ES.N,Consolidated Total,CONSTL,,FY0
NUE.N,Steel Mills,331110,41512467000.0,FY0
NUE.N,Steel Products,"331210,331222,332312,332322",,FY0
NUE.N,Raw Materials,"331110,331492",,FY0
NUE.N,Segment Total,SEGMTL,,FY0
NUE.N,Corporate/Eliminations,EXPOTH,,FY0
NUE.N,Consolidated Total,CONSTL,,FY0
NUS.N,Nu Skin,"325620,424210",2225659000.0,FY0
NUS.N,Manufacturing,325620,,FY0
NUS.N,Rhyz other,424210,,FY0
NUS.N,Segment Total,SEGMTL,,FY0
NUS.N,Consolidated Total,CONSTL,,FY0
NVA.TO,,,1142003837.92162,FY0
NVDA.OQ,Compute & Networking,"513210,518210",26974000000.0,FY0
NVDA.OQ,Graphics,334413,,FY0
NVDA.OQ,Segment Total,SEGMTL,,FY0
NVDA.OQ,All Other,EXPOTH,,FY0
NVDA.OQ,Consolidated Total,CONSTL,,FY0
PHX.TO,,,395412857.03742,FY0
NWC.TO,,,1768327696.35475,FY0
FNWD.OQ,,,,FY0
NWL.OQ,Home Solutions,"327213,332215,339999",9459000000.0,FY0
NWL.OQ,Learning and development,"325520,339940",,FY0
NWL.OQ,Commercial solutions,"326199,327213,339113,339994",,FY0
NWL.OQ,Outdoor and Recreation,"314999,332439,335139,335220",,FY0
NWL.OQ,home appliances,"332215,335220",,FY0
NWL.OQ,Segment Total,SEGMTL,,FY0
NWL.OQ,Consolidated Total,CONSTL,,FY0
NWN.N,NW Natural,221210,1037353000.0,FY0
NWN.N,Other(NW Holdings),OTHERS,,FY0
NWN.N,Segment Total,SEGMTL,,FY0
NWN.N,Consolidated Total,CONSTL,,FY0
NWE.OQ,Electric Utility,"221112,221118,221121,221122",1477837000.0,FY0
NWE.OQ,Gas Utility,"211120,221210,486210",,FY0
NWE.OQ,Segment Total,SEGMTL,,FY0
NWE.OQ,Eliminations,ICELIM,,FY0
NWE.OQ,All Other,EXPOTH,,FY0
NWE.OQ,Consolidated Total,CONSTL,,FY0
NWPX.OQ,Engineered Steel Pressure Pipe,331210,457665000.0,FY0
NWPX.OQ,Precast Infrastructure and Engineered Systems,327390,,FY0
NWPX.OQ,Segment Total,SEGMTL,,FY0
NWPX.OQ,Consolidated Total,CONSTL,,FY0
NWBI.OQ,,,,FY0
NX.N,North American Engineered Components,"238350,321999,332321,337110",1221502000.0,FY0
NX.N,European Engineered Components,"238350,321918,332321,337110",,FY0
NX.N,NA Cabinet Components,"238350,321911,321918,321999",,FY0
NX.N,Segment Total,SEGMTL,,FY0
NX.N,Corporate,EXPOTH,,FY0
NX.N,Consolidated Total,CONSTL,,FY0
NXST.OQ,Broadcast,516120,5211000000.0,FY0
NXST.OQ,Other,519290,,FY0
NXST.OQ,Segment Total,SEGMTL,,FY0
NXST.OQ,Corporate,EXPOTH,,FY0
NXST.OQ,Consolidated Total,CONSTL,,FY0
NYT.N,The New York Times group,519290,2308321000.0,FY0
NYT.N,The Athletic,519290,,FY0
NYT.N,Segment Total,SEGMTL,,FY0
NYT.N,Consolidated Total,CONSTL,,FY0
ITI.OQ,,,156052000.0,FY0
ORA.TO,San Andres mine,"212220,212230",392699000.0,FY0
ORA.TO,Aranzazu Mine,"212220,212230",,FY0
ORA.TO,Matupa & Tolda Fria Projects,212220,,FY0
ORA.TO,EPP Mines,OTHERS,,FY0
ORA.TO,Almas,OTHERS,,FY0
ORA.TO,Segment Total,SEGMTL,,FY0
ORA.TO,CORPORATE,EXPOTH,,FY0
ORA.TO,Consolidated Total,CONSTL,,FY0
OMI.N,Products & Healthcare Services,339112,9955475000.0,FY0
OMI.N,Patient Direct,339112,,FY0
OMI.N,Segment Total,SEGMTL,,FY0
OMI.N,Consolidated Total,CONSTL,,FY0
OII.N,Energy Services and Products - Subsea Robotics,"336611,541370",2066084000.0,FY0
OII.N,Energy Services and Products - Manufactured Products,"333132,541330",,FY0
OII.N,Energy Services and Products -Offshore Projects Group,"213112,541330,561990,811310",,FY0
OII.N,Energy Services and Products - Management & Digital Solution,"213112,541380,541511",,FY0
OII.N,Aerospace and Defense Technologies,336419,,FY0
OII.N,Segment Total,SEGMTL,,FY0
OII.N,Consolidated Total,CONSTL,,FY0
OC.N,Composites,327212,9761000000.0,FY0
OC.N,Insulation,"326140,327993",,FY0
OC.N,Roofing,324122,,FY0
OC.N,Segment Total,SEGMTL,,FY0
OC.N,Corporate Eliminations,EXPOTH,,FY0
OC.N,Consolidated Total,CONSTL,,FY0
OCFC.OQ,,,,FY0
ODP.OQ,Business Solutions Division,"449110,449210,459410,459999",8491000000.0,FY0
ODP.OQ,Office Depot Division,"459999,518210",,FY0
