,Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
384,VRTS.OQ,5510202010,23.73,14.2881280936683,FY0
385,PLAG.A,5410202010,14.63,-37.9233314015212,FY0
386,CIEL3.SA,5220304027,15.869,15.0777125270052,FY0
387,CPX.TO,5910102010,16.019,4.21994884910486,FY0
388,AESB3.SA,5910101020,5.419,3.9320994456055,FY0
389,ALUP11.SA,5910101010,13.64,13.5975365118844,FY0
390,DIRR3.SA,6010101050,15.88,16.1278340356884,FY0
391,PAGP.OQ,5010303010,18.82,10.99116781158,FY0
392,GNRC.N,5210203018,24.1,15.6678531609841,FY0
393,CVE.TO,5010201010,25.07,25.5914150077792,FY0
394,GGD.TO,5120108010,0.0,0.309902550874176,FY0
395,MILS3.SA,5220304018,18.3,18.6012066488111,FY0
396,SIMH3.SA,5240503010,15.07,15.0701469586521,FY0
397,ALOS3.SA,6010101030,2.299,2.30030561782962,FY0
398,FLT.N,5220304027,45.74,35.2926818850263,FY0
399,CHDRAUIB.MX,5430102012,16.76,16.7474964222935,FY0
400,AMRC.N,5020101019,13.039,12.4073067140921,FY0
401,KNX.N,5240503010,12.19,11.4455567957516,FY0
402,TRGP.N,5010303010,33.049,38.3452699091395,FY0
403,HHH.N,6010101010,5.089,5.09021868027199,FY0
404,3665.TW,5210203010,20.41,20.4116887412896,FY0
405,CAML3.SA,5410202010,12.02,12.0252269779838,FY0
406,MOS.N,5110102011,34.71,31.6240561020712,FY0
407,GEI.TO,5010203010,36.679,36.6834765376595,FY0
408,ENPH.OQ,5020101013,103.109,63.287254298458,FY0
409,OAK_pa.N,5510202010,16.36,14.6624956760065,FY0
410,MPC.N,5010203010,50.079,53.5450010200108,FY0
411,SLCA.N,5120105010,13.849,12.0187562456761,FY0
412,TCPC.OQ,5510202011,7.61,-1.17057111764086,FY0
413,SNDR.N,5240503010,17.92,17.4035354495343,FY0
414,CG.OQ,5510202011,25.43,21.304347826087,FY0
415,PFGC.N,5430102010,17.199,11.2760823278921,FY0
416,SMU.SN,5430102010,17.199,17.1327971984531,FY0
417,PBF.N,5010203010,86.459,83.9279983662514,FY0
418,PSX.N,5010203010,36.579,45.2692149609536,FY0
419,POST.N,5410202013,10.089,8.49198855709474,FY0
420,SQ.N,5220304027,2.21,-5.27667853977773,FY0
421,SUN.N,5010203010,54.19,45.2937820878494,FY0
422,MPLX.N,5010303010,31.32,33.321687483623,FY0
423,VESTA.MX,6010101040,15.72,15.7511948129784,FY0
424,INRETC1.LM,5430102012,16.089,16.0934378005707,FY0
425,SAMG.OQ,5510202014,23.87,22.8297048071152,FY0
426,WES.N,5010203010,40.12,40.1216098669395,FY0
427,NVEE.OQ,5220102015,12.01,7.57763692606296,FY0
428,EVTC.N,5220304010,35.75,50.9764610657945,FY0
429,SFM.OQ,5430102010,26.03,26.0338985754145,FY0
430,CWENa.N,5910102012,28.66,28.6135693215339,FY0
431,ASC.N,5010303014,12.92,35.4773479278345,FY0
432,MUSA.N,5010203012,92.95,92.9484080392292,FY0
433,AGAS.OL,5010303014,12.31,15.5703866614527,FY0
434,LPG.N,5010303014,18.92,19.2245426450056,FY0
435,IBP.N,5220102016,56.75,49.0867687751486,FY0
436,OGS.N,5910201011,8.99,8.98840241445104,FY0
437,ENLC.N,5010303010,27.469,27.4669302113426,FY0
438,ARES.N,5510202011,35.98,8.98793544876417,FY0
439,WLKP.N,5110101010,21.91,21.9054868682455,FY0
440,CVEO.N,6010101050,1.199,0.742374899324159,FY0
441,NEP.N,5910101010,35.579,15.1380514122501,FY0
442,AXTA.N,5110101012,22.379,13.0057018734727,FY0
443,HESM.N,5010303010,37.359,37.3552983081033,FY0
444,LOGG3.SA,6010101010,11.2,11.1966233105605,FY0
445,SUM.N,5120201010,8.07,14.2751372790926,FY0
446,TWM.TO,5010203010,3.36,1.28791391280368,FY0
447,BLD.N,5220102016,31.12,31.181557650569,FY0
448,RUN.OQ,5020101013,4.87,2.59341282983736,FY0
449,ENR.N,5210203011,131.259,82.3322590096689,FY0
450,PYPL.OQ,5220304027,22.77,11.518773362539,FY0
451,KHC.OQ,5410202010,4.69,4.82363027680248,FY0
452,MEGA3.SA,5910101023,1.117,1.11797139932536,FY0
453,ACI.N,5430102010,62.92,42.6064457078486,FY0
454,WSC.OQ,5220304018,19.06,15.5105061308573,FY0
455,SITE.N,5410201022,20.789,20.7913242396001,FY0
456,CSWI.OQ,5220102010,13.19,19.5703289533868,FY0
457,H.TO,5910101010,9.46,9.46201676128683,FY0
458,LACOMERUBC.MX,5430102012,7.45,7.44754636516047,FY0
459,USFD.N,5430102010,12.259,5.92515592515593,FY0
460,ATKR.N,5210203010,30.77,49.9842157896557,FY0
461,ENELCHILE.SN,5910101010,34.799,34.8038973592378,FY0
462,HRI.N,5220304018,32.619,31.6359800537016,FY0
463,PLANI.MX,6010101030,4.15,16.8142186515246,FY0
464,AA.N,5120103010,18.359,-2.52359458350431,FY0
465,INSW.N,5010303014,28.21,29.1921730950141,FY0
466,LW.N,5410202010,76.659,113.884185573993,FY0
467,VRRM.OQ,5220304017,65.819,37.665416244089,FY0
468,IMXI.OQ,5220304027,47.72,39.1410020959494,FY0
469,METC.OQ,5120102012,44.609,44.608204938955,FY0
470,KRP.N,5010201010,24.01,24.0136794880889,FY0
471,HLNE.OQ,5510202011,38.97,29.6273753085966,FY0
472,HCC.N,5120102012,57.439,55.2962753147448,FY0
473,AM.N,5010303010,16.98,14.5430156980908,FY0
474,CRFB3.SA,5430102010,9.31,9.312163645613,FY0
475,JWEL.TO,5410202025,16.839,13.6523218357523,FY0
476,BBCP.OQ,5220102010,1.292,9.93759019158446,FY0
477,SMPL.OQ,5410202025,8.88,8.87611416579977,FY0
478,ERO.TO,5120105012,17.92,21.8603787477902,FY0
479,TRAXIONA.MX,5240503010,4.71,4.54414110701033,FY0
480,APG.N,5220102010,13.65,1.30336396216173,FY0
481,NEO.TO,5120105016,6.939,5.75273674583599,FY0
482,STLC.TO,5120102010,57.619,70.1371790362293,FY0
483,BOKU.L,5220304027,17.669,4.15392419740561,FY0
484,GMXT.MX,5240503011,16.77,16.7673907173029,FY0
485,NTR.TO,5110102014,28.8,30.9682635940974,FY0
486,VCTR.OQ,5510202011,18.38,27.6154855044536,FY0
487,PAGS.N,5220304027,14.289,13.4689060183696,FY0
488,MALLPLAZA.SN,6010101030,3.68,3.27117066768646,FY0
489,FCFE18.MX,5510202013,22.739,22.7446628556373,FY0
490,ROAD.OQ,5220102012,4.82,4.94369653252048,FY0
491,RPAY.OQ,5220304027,9.019,1.45157245043299,FY0
492,VRT.N,5210203010,14.09,5.3573926423276,FY0
493,LSEA.OQ,6010101050,18.879,11.2601158062436,FY0
494,IIIV.OQ,5220304027,22.62,-0.356384825301125,FY0
495,BV.N,5220304010,4.99,-1.44709564651843,FY0
496,TPVG.N,5510202011,14.65,-4.69786325636593,FY0
497,CENCOSHOPP.SN,6010101010,6.799,6.80841866955655,FY0
498,UTZ.N,5410202024,7.269,-0.056694466721288,FY0
499,BCSF.N,5510202010,9.28,9.51815040356037,FY0
500,NFE.OQ,5910201011,12.619,12.6227893535233,FY0
501,ETRN.N,5010303012,12.8,-27.2247909068564,FY0
502,DOW.N,5110101011,23.52,23.4446930535195,FY0
503,CTVA.N,5110102010,7.629,4.75476462928619,FY0
504,ARKO.OQ,5010203012,20.809,24.7047461471946,FY0
505,GO.OQ,5430102010,9.63,6.13846942135971,FY0
506,OBDC.N,5510202010,9.49,7.89076062495982,FY0
507,AMK.N,5510202014,12.2,9.66975566451536,FY0
508,GFL.TO,5220301012,3.02,-3.11343993634294,FY0
509,AMBP3.SA,5220301010,5.71,5.71411166275776,FY0
510,MP.N,5120101016,27.62,24.8994772905264,FY0
511,CARR.N,5210203015,27.809,48.6609294320138,FY0
512,FOUR.N,5220304027,38.12,24.2218996935978,FY0
513,LAVV3.SA,6010101010,9.929,9.77851958274322,FY0
514,VITL.OQ,5430102011,3.229,0.807612604179444,FY0
515,RAIZ4.SA,5010203010,4.4,11.1212619215392,FY0
516,WEWKQ.PK,6010101020,73.27,,FY0
517,CMIN3.SA,5120102011,23.239,23.2382718836332,FY0
518,GMAT3.SA,5430102010,15.369,15.1877439831881,FY0
519,HBRE3.SA,6010101010,3.3,3.29867365982552,FY0
520,RRRP3.SA,5010201010,3.569,3.56527139758167,FY0
521,AVO.OQ,5410201014,18.72,-6.67760301071118,FY0
522,NVEI.TO,5220304027,13.519,2.8519513410812,FY0
523,ARRY.OQ,5020101010,32.289,-158.406565473164,FY0
524,JSLG3.SA,5240503010,16.3,14.1888964151083,FY0
525,OWL.N,5510202011,30.12,-0.568436158022682,FY0
526,CNXC.OQ,5220304010,22.859,15.7857647787737,FY0
527,VITT3.SA,5110102010,28.559,28.357857663416,FY0
528,AMPS.N,5910101022,0.14,15.0898673422778,FY0
529,MNTK.OQ,5910101024,17.19,17.1936372696539,FY0
530,PAX.OQ,5510202010,26.239,16.6429588755614,FY0
531,SHLS.OQ,5210203010,169.849,86.8317643496514,FY0
532,BRCC.N,5410202021,481.91,,FY0
533,TTEN3.SA,5410202010,33.829,22.6167652441534,FY0
534,GGPS3.SA,5220304010,21.609,21.5937073189488,FY0
535,ASAI3.SA,5430102010,36.609,36.6256379465626,FY0
536,TASK.OQ,5220304010,34.219,9.68485061940923,FY0
537,DLO.OQ,5220304027,31.969,31.9680328495709,FY0
538,ARML3.SA,5220304018,13.084,13.0847853442514,FY0
540,DTM.N,5010303012,8.609,9.39205482929306,FY0
541,BRDG.N,5510202014,160.21,244.19951751014,FY0
542,SOVO.OQ,5410202026,12.259,-10.8473785146777,FY0
543,SLVM.N,5130102011,80.93,78.1395348837209,FY0
544,ARIS.N,5220301010,1.49,0.650870922724392,FY0
545,HRT.N,5220304010,37.57,28.51459762237,FY0
546,SLND.A,5220102010,18.58,0.707689232320142,FY0
547,TPG.OQ,5510202011,11.26,4.63839220228933,FY0
548,AURE3.SA,5910102012,6.78,27.1368314147179,FY0
549,RXO.N,5240503012,21.82,,FY0
550,CLCO.OL,5010303011,12.7,,FY0
551,BAM.N,5510202010,21.63,,FY0
553,NTGY.MC,5910201010,24.5,,FY0
554,CARR.PA,5430102012,11.33,12.7973825660201,FY0
555,CNA.L,5910401010,121.23,-46.2448255470136,FY0
556,ERG.MI,5910102012,12.869,4.70589149226778,FY0
557,TKAG.DE,5120102010,11.15,9.16185675961304,FY0
559,ABF.L,5410202010,9.789,9.26312053591234,FY0
560,AIRP.PA,5110101010,12.2,12.2074307446896,FY0
561,CPI.L,5220304010,34.259,24.7395402679014,FY0
562,REP.MC,5010203010,27.92,17.5693803974176,FY0
563,ACX.MC,5120102013,24.019,24.0240891552788,FY0
564,BEKB.BR,5210203010,17.809,13.246249813396,FY0
565,HEIG.DE,5120201010,9.99,10.0434714620797,FY0
566,REDE.MC,5910101010,13.439,14.5025125134789,FY0
567,FER.MC,5220102010,4.56,,FY0
568,BZU.MI,5120201012,9.89,9.89263745805797,FY0
569,EVNV.VI,5910101010,3.15,3.14504572770446,FY0
570,AGRV.VI,5410202015,1.31,1.30811555186125,FY0
571,SDFGn.DE,5110102010,25.1,25.1819821023107,FY0
572,COLR.BR,5430102010,8.07,7.22789799694313,FY0
573,ANA.MC,5220102010,9.5,,FY0
574,FCC.MC,5220301010,9.57,,FY0
575,ACS.MC,5220102010,11.25,10.1447453683956,FY0
576,SZGG.DE,5120102013,26.42,26.4215476699444,FY0
577,ACE.MI,5910401010,12.669,12.6708882576911,FY0
579,VOES.VI,5120102010,14.49,13.4675565648453,FY0
580,EMG.L,5510202011,38.627,36.2985074626866,FY0
582,SCYR.MC,5220102010,23.39,,FY0
583,SAVEN.PA,5410202019,4.419,4.42272994347932,FY0
584,FOUG.PA,5220102010,15.259,15.3608777644437,FY0
585,VOPA.AS,5010303015,9.539,-5.45566462565199,FY0
587,ACKB.BR,5220102010,16.5,16.4268769366513,FY0
588,TEPRF.PA,5220304010,18.89,18.8900278225216,FY0
589,EBRO.MC,5410202014,5.719,5.76531299921591,FY0
590,BAMN.AS,5220102010,27.289,24.5385297835852,FY0
591,ABGV.VI,5220102010,9.849,12.7845933077031,FY0
592,HLAN.AS,5560101010,5.08,5.08394642520279,FY0
594,LKOH.MM,5010201010,18.06,27.3388442797396,FY0
595,SNGS.MM,5010201010,14.259,,FY0
597,OMVV.VI,5010201010,29.6,24.4804473037152,FY0
598,WBSV.VI,5120201010,25.53,24.7077943336758,FY0
599,TTEF.PA,5010201010,32.4,18.0748232345834,FY0
600,SIEGn.DE,5210203010,16.44,16.4120597817655,FY0
602,TSCO.L,5430102010,11.72,5.40579294522512,FY0
603,AD.AS,5430102010,17.52,17.482661539518,FY0
604,AKZO.AS,5110101012,8.58,7.41955318712851,FY0
605,KDSKF.PK,5440101010,5.339,4.52619510492996,FY0
606,MT.AS,5120102010,20.75,18.1931975982319,FY0
609,AAL.L,5120108010,21.89,16.3592215416954,FY0
610,SBRY.L,5430102012,6.8,2.64097984179638,FY0
611,RIO.L,5120108010,26.129,24.3371935806243,FY0
612,ENI.MI,5010201010,26.789,31.1381676308355,FY0
613,ALBON.PA,5510202010,6.08,6.07649104038513,FY0
614,CAIV.VI,6010101020,9.08,2.43410953673385,FY0
615,IMFI.VI,6010101010,3.98,3.97562396436907,FY0
616,ENAG.MC,5010303010,12.0,11.9526485870613,FY0
617,SIBN.MM,5010201010,22.6,,FY0
618,CHMF.MM,5120102010,117.71,,FY0
619,TATN.MM,5010201010,22.469,,FY0
620,EXMR.BR,5010303014,48.0,47.9968413371273,FY0
621,SIAG.VI,6010101010,7.059,1.61955081933055,FY0
622,HRA.MI,5910401010,7.49,7.73497408541206,FY0
623,NG.L,5910401010,8.75,10.170317213468,FY0
624,NLMK.MM,5120102015,92.79,90.3804737975592,FY0
625,TRN.MI,5910101010,15.839,17.8405474382048,FY0
626,EUAV.BR,5010303010,9.949,9.83302802314536,FY0
627,NVTK.MM,5010201010,22.52,,FY0
628,ELI.BR,5910101010,8.529,8.06952496782345,FY0
630,MAGN.MM,5120102010,57.32,57.2635445362718,FY0
631,LSRG.MM,6010101010,17.629,14.1013129645357,FY0
632,ROSN.MM,5010201010,17.27,,FY0
633,ZUMV.VI,5210203014,14.85,14.853436447549,FY0
634,SRS.MI,5010203011,70.76,41.5649930312269,FY0
635,ABDN.L,5510202010,3.189,-8.01749271137026,FY0
636,MSRS.MM,5910101010,6.41,7.15614660142144,FY0
637,STRV.VI,5220102010,11.929,11.7374670464925,FY0
638,PRY.MI,5210203012,15.509,15.5076923076923,FY0
639,UBMV.VI,6010101010,3.79,4.97448318260264,FY0
640,IMMO.BR,6010101010,10.97,1.90104058171168,FY0
641,LOTB.BR,5410202012,18.91,18.9140887426913,FY0
642,RECT.BR,5110101010,15.83,2.48870921138922,FY0
643,WHATS.BR,5410202010,3.509,3.5402312347196,FY0
644,BYWGnx.DE,5410201026,16.69,19.5715449994179,FY0
645,GBFG.DE,5220102010,6.87,2.36948968057939,FY0
646,BRNKn.DE,6010101020,2.78,2.77933434476593,FY0
647,EUKG_p.F,5560101010,21.05,21.0506968622875,FY0
648,FHWG.F,5910301013,20.619,-0.580416350982604,FY0
649,FPE3_p.DE,5110101010,14.419,14.4249512670565,FY0
650,HNDG.F,5410202030,12.06,12.2037438740259,FY0
651,HOTG.DE,5220102010,49.799,49.8016303729845,FY0
652,KWSG.DE,5410201026,10.009,10.0110130682629,FY0
653,SZUG.DE,5410202022,16.809,16.8078314535007,FY0
654,TEGG.DE,6010101050,3.63,3.625744062051,FY0
655,2HR.DE,5110101010,10.859,10.8643394781759,FY0
656,ECR.MC,5110101010,18.199,20.4078154271922,FY0
657,ENOR.MC,5220102010,14.23,14.4194621295049,FY0
658,ENC.MC,5130102010,43.719,40.3707867829029,FY0
659,TUBA.MC,5120102010,9.64,9.66070094272284,FY0
660,PSG.MC,5220304014,8.93,8.93045514544661,FY0
661,BOUY.PA,5220102010,8.33,8.33190614831307,FY0
662,DANO.PA,5410202010,13.49,5.78052361145094,FY0
663,CBLP.PA,5440101010,10.72,10.7162643450732,FY0
664,CRIP.PA,5440101010,8.08,8.0789617985743,FY0
665,VCTP.PA,5120201012,6.309,6.30945838688534,FY0
666,RXL.PA,5210203020,18.53,18.7421255842308,FY0
667,EDSP.PA,5910101010,28.58,13.8959203129623,FY0
668,EEPC.PA,5110101014,6.66,15.7160963244613,FY0
669,SGEF.PA,5220102010,17.449,17.4474099260564,FY0
670,IMTP.PA,5120105010,7.259,4.89642184557439,FY0
671,RUBF.PA,5010203013,12.189,9.82765639538209,FY0
672,JCQ.PA,5120102016,31.25,32.0264426741117,FY0
673,LEGD.PA,5210203010,18.56,16.1813869528967,FY0
674,LINP.PA,5430102012,3.26,,FY0
675,LOEX.PA,5430102010,3.86,,FY0
676,MWDP.PA,5560101010,24.35,2.64197851537134,FY0
677,SABL.PA,5410202014,1.77,0.810475085018429,FY0
678,SCHN.PA,5210203010,15.91,13.9417390084003,FY0
679,IMAF.PA,6010101010,14.169,14.1738772146683,FY0
680,TIPK.PA,5410202018,6.82,6.81902015358305,FY0
681,JCI.N,5210203015,12.4,9.05704995566066,FY0
682,SDY.L,5220304018,11.87,0.598503740648379,FY0
683,ALUG.L,5220102018,34.725,32.4520678334855,FY0
684,AHT.L,5220304018,30.897,29.3016473912532,FY0
685,GL9.I,5410202019,15.963,10.6604034006666,FY0
686,BALF.L,5220102010,21.19,20.9683290862759,FY0
687,BOOT.L,5220102010,9.029,9.03165609293671,FY0
688,BNZL.L,5220201010,25.049,19.2657569850552,FY0
689,CARRC.L,5410201024,7.88,7.31838261715035,FY0
690,COSG.L,5220102010,12.9,12.6279863481229,FY0
691,CWK.L,5410202010,13.929,13.8230549695992,FY0
692,CRH.N,5120201010,18.48,12.6759219502886,FY0
693,GFRD.L,5220102010,13.961,7.25967291583566,FY0
694,REDD.L,5240503010,13.22,14.3444066930537,FY0
695,GRI.L,6010101050,6.36,12.3805925845971,FY0
696,GHE.L,5510202010,14.794,7.34085428576247,FY0
697,HILS.L,5120102010,19.98,14.5112986659406,FY0
698,IBST.L,5120201010,21.74,20.7074924915444,FY0
699,JSG.L,5220304010,12.779,10.3411131059246,FY0
700,KMR.L,5120105010,17.44,20.2572342524766,FY0
701,KYGa.I,5410202010,13.22,10.2578849878627,FY0
702,LISN.S,5410202023,11.84,11.8389060908959,FY0
703,RNWH.L,5220102010,17.155,29.1827698292851,FY0
704,MKS.L,5430102010,10.91,12.6969707557388,FY0
705,MSLH.L,5120201010,14.619,5.3388892376275,FY0
706,RAT.L,5510202011,12.189,7.78688133685606,FY0
707,RTO.L,5220304020,15.919,8.65122869821382,FY0
708,RCDO.L,5220304013,11.24,-6.53104925053533,FY0
709,SDR.L,5510202010,11.1,11.2522854035039,FY0
710,SRP.L,5220304010,17.64,15.2734778121775,FY0
712,SFR.L,5220102010,12.44,10.228657885875,FY0
713,RWI.L,5220301012,21.51,18.821065230401,FY0
714,MGNS.L,5220102010,22.506,12.5515251442704,FY0
715,SMIN.L,5440101010,13.54,8.85303954357663,FY0
716,PNN.L,5910301010,1.6,0.008335764598008,FY0
717,TATE.L,5410202026,14.32,8.61823361823362,FY0
718,TET.L,5410202026,9.96,11.0889489441971,FY0
719,VLX.L,5210203010,22.514,17.2607879924953,FY0
720,FERG.N,5320302020,27.65,38.9404246547104,FY0
721,NESN.S,5410202010,27.309,19.4907592355081,FY0
722,BELL.S,5410202016,8.91,8.90592334494773,FY0
723,GAV.S,5210203010,20.16,22.758073033187,FY0
724,SGSN.S,5220304024,76.6,65.3696498054475,FY0
725,HOLN.S,5120201012,7.87,11.6787026029561,FY0
726,ISN.S,6010101010,17.23,17.2302597331069,FY0
727,LEHN.S,5210203019,45.0,45.0019412836365,FY0
728,METG.S,5210203010,18.339,18.3395617208287,FY0
729,MIKN.S,5110101011,13.79,13.7861301311337,FY0
730,STLN.S,5120102013,7.7,,FY0
731,PMN.S,5210203010,16.37,16.4993831071393,FY0
732,VONN.S,5510202010,11.24,11.2440366972477,FY0
733,WARN.S,6010101010,4.235,5.19536015163777,FY0
734,ZEHN.S,5210203015,16.609,16.6092040173887,FY0
735,ZWM.S,5120102010,6.11,3.00248950134534,FY0
736,TRMDa.CO,5010303010,44.06,44.0770016416657,FY0
737,SPGP.CO,5110101011,18.2,18.1625948270713,FY0
738,NKT.CO,5210203010,3.589,4.65535365670521,FY0
739,PAALb.CO,5220102010,11.95,13.7134828397014,FY0
740,SCHO.CO,5410201024,9.14,9.15070060051473,FY0
741,ARBN.AS,5410201010,14.089,14.0904265187903,FY0
742,SLIGR.AS,5430102011,8.37,8.36909871244635,FY0
743,TWKNc.AS,5210203010,19.039,18.1722976622967,FY0
744,NHY.OL,5120103010,24.57,25.8611723202462,FY0
746,ODF.OL,5010303014,22.73,22.7336979162904,FY0
747,VEI.OL,5220102010,39.82,37.5193265761897,FY0
748,CEMI.MI,5120201012,13.21,13.2137990669748,FY0
749,WBD.MI,5220102010,7.469,1.76025586723002,FY0
750,ITMI.MI,5410202021,5.839,1.46142748850107,FY0
751,BOL.ST,5120105010,22.727,22.7335177416696,FY0
752,SCAb.ST,5130102010,7.52,7.52230886279144,FY0
754,HUFVa.ST,6010101020,2.99,2.31677576691054,FY0
755,NCCb.ST,5220102010,16.412,16.4120672449528,FY0
756,RATOb.ST,5510202016,5.26,4.52369159649992,FY0
757,SKAb.ST,5220102010,16.379,16.4360653779539,FY0
758,KESKOB.HE,5430102012,23.26,23.1386459775784,FY0
759,METSB.HE,5130102010,21.16,21.6798011318559,FY0
760,OUT1V.HE,5120102010,31.496,30.0041442188148,FY0
761,BILN.L,5220102010,14.854,14.8543278055821,FY0
762,ETN.N,5210203010,18.129,14.7204783258595,FY0
763,TT.N,5210203015,27.929,28.8063510065211,FY0
764,MSHGn.F,5430102012,6.878,5.29183107109587,FY0
765,ERMT.PA,5120108010,52.99,64.1604010025063,FY0
766,CLSH.L,6010101010,3.684,-6.41975308641975,FY0
767,AFRY.ST,5220304010,10.869,8.40814917127072,FY0
768,ANTO.L,5120105012,6.93,18.0589832545044,FY0
769,BOLJ.ST,5130102011,8.71,8.67836791055492,FY0
770,CTY1S.HE,6010101030,5.39,-1.4683085202843,FY0
771,CEV.MC,6010101050,7.7,,FY0
772,HHDC.CO,5120201012,19.46,17.0896785109983,FY0
773,ECORE.L,5120108010,20.43,21.9905263928375,FY0
774,PEUG.PA,5510202010,4.57,4.56752526617534,FY0
776,GPIF.PA,5210203010,16.51,16.5099887776155,FY0
777,HYDRA.AS,5110101011,17.1,19.6542277506293,FY0
778,PEABb.ST,5220102010,13.339,13.3411053225983,FY0
779,MTHH.CO,5220102010,6.44,17.7906097477143,FY0
780,ISUR.MC,6010101010,11.289,11.2978271671862,FY0
781,GNC.L,5410202010,10.31,7.26822682268227,FY0
782,KCOGn.DE,5120102016,13.44,13.4414213865621,FY0
783,APETIT.HE,5410202010,5.49,,FY0
784,LAT1V.HE,5220301012,14.624,14.6239554317549,FY0
785,LGT.MC,5120102013,6.91,6.87028893222842,FY0
786,LIAB.ST,5210203015,15.708,15.7084106120474,FY0
787,PNA1V.HE,5510202016,2.114,2.51892456277734,FY0
788,PLAZb.ST,6010101020,25.5,24.4367277719454,FY0
789,STWK.ST,5220304010,1.48,1.47572815533981,FY0
790,RAIVV.HE,5410202010,1.95,4.59896983075791,FY0
791,RROS.ST,5130102013,29.87,29.8704731694422,FY0
792,SECUb.ST,5220304014,17.089,15.0657158836689,FY0
793,BEIJb.ST,5210203020,24.92,21.1962731584782,FY0
794,YSO.LS,5430102012,10.7,10.6990882597874,FY0
795,EQNR.OL,5010201010,48.8,61.8206843157917,FY0
796,EQV1V.HE,5510202010,44.92,44.9157258214105,FY0
797,FRO.N,5010303014,17.219,24.3684926326276,FY0
798,VOSG.DE,5120102013,7.21,9.45851731350221,FY0
799,WALLb.ST,6010101050,5.639,3.5466808148041,FY0
800,FABG.ST,6010101010,2.75,5.23994354269584,FY0
802,SAEI.MI,5110101010,5.61,4.77227366960796,FY0
803,ICP.L,5510202010,11.489,11.2845077524266,FY0
804,ARN.MI,5910102012,27.019,27.017365046284,FY0
805,LIN.OQ,5110101015,14.74,9.86640971652213,FY0
806,NIBEb.ST,5210203015,17.53,17.6250177222368,FY0
807,EXEP.PA,5110102010,7.07,,FY0
808,PANDXb.ST,6010101010,7.35,15.0757900757901,FY0
809,AXFO.ST,5430102012,40.83,40.8269180866707,FY0
810,MOWI.OL,5410202018,22.03,23.5790488819239,FY0
811,KGH.WA,5120105012,16.14,16.1393421831403,FY0
812,AFGA.OL,5220102010,36.63,36.6347992351816,FY0
813,UZU.DE,5220102016,16.3,10.949557271329,FY0
814,CCHE.PA,5220301012,15.39,15.3934548139917,FY0
815,ZMP1L.VL,5410202019,18.791,4.18984543003968,FY0
816,IBG.MC,5130102011,5.679,5.68067884040399,FY0
817,CEMB.MI,5210203013,17.53,17.5251816731777,FY0
818,NVGR.LS,5130102010,34.07,34.0708978745591,FY0
819,PATC.PA,6010101010,11.5,11.5001202790474,FY0
820,PZV1L.VL,5410202019,23.404,-19.8640878201777,FY0
821,WWL.WA,5410202023,5.49,5.48528026465113,FY0
822,BARN.S,5410202023,15.33,15.3277342114214,FY0
823,BOND.PA,5410202015,1.78,1.08133758361127,FY0
824,STF.PA,5240503012,15.0,14.9952307135898,FY0
825,ALCIS.PA,5220304010,15.009,15.0807930078874,FY0
826,NAFG.DE,5120105016,11.25,18.5635254929016,FY0
827,HEPr.AT,5010203011,42.59,37.6559763184604,FY0
828,SAHN.S,5210203013,18.36,18.3632037372569,FY0
829,ECVG.DE,5910102012,10.3,10.3043315870627,FY0
830,SWECb.ST,5220102015,17.933,17.8168672098419,FY0
831,ZIM.AX,5120101012,15.284,10.8856447301847,FY0
832,GLTN.PA,5220304026,14.13,14.1321209309684,FY0
833,CEVG.H,5210203015,9.98,11.3928776182286,FY0
834,PNEGn.DE,5020101011,6.4,6.36591971158364,FY0
836,ITERA.OL,5220304010,114.609,168.15617343613,FY0
837,BITI.PA,5510202010,18.0,18.1236574348963,FY0
838,SAGAa.ST,6010101040,10.41,8.42242260853398,FY0
839,PLAKR.AT,5110101011,6.955,12.4294183281301,FY0
840,MSONb.ST,5410202025,0.302,-16.8205472553299,FY0
841,GREENY.BR,5410202010,5.73,1.69145901855588,FY0
842,LIO.L,5510202011,32.03,19.4140920994498,FY0
843,ELGr.AT,5430102011,4.436,,FY0
844,PBX.WA,5220102010,15.87,15.8700823026501,FY0
845,BALDb.ST,6010101010,3.23,12.1275327771156,FY0
846,ASY.PA,5220102010,13.72,9.27835051546392,FY0
847,DOV1V.HE,5220304013,16.4,16.2592902340113,FY0
848,VIE.PA,5910401010,4.849,8.91797684065178,FY0
849,CAG0n.H,5910102012,22.8,-2.2861448590871,FY0
850,PKN.WA,5010203011,37.469,35.4804019727816,FY0
851,VVVGn_p.DE,5510202010,18.37,18.371083228046,FY0
852,ALLN.S,6010101010,5.019,6.00287144464708,FY0
853,PSPN.S,6010101010,4.61,6.45874427181847,FY0
854,IKTr.AT,5120201010,7.96,-0.566833913018434,FY0
855,ORPF.PA,5110101010,1.6,1.35681779875274,FY0
856,SPSN.S,6010101010,4.089,6.23206185941128,FY0
857,RWS.L,5220304010,9.625,5.82551333271393,FY0
858,DAIr.AT,5110101011,2.814,,FY0
859,ETTE.HE,5220304010,17.69,17.6888780606651,FY0
860,EKTG.DE,5910102012,43.229,43.2627764879594,FY0
861,LSG.OL,5410202018,9.58,15.3369330091177,FY0
862,KRDr.AT,5120102015,5.547,10.9504443856813,FY0
863,EVRr.AT,5410202019,1.496,7.93934985732669,FY0
864,MPCKk.DE,5510202010,26.6,24.5512432922682,FY0
